         17512671 function calls (17373053 primitive calls) in 103.279 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      211    0.002    0.000    0.045    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:587(_get_gridline)
  195/179    0.001    0.000    0.043    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:449(_get_tick2line)
      195    0.002    0.000    0.043    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:464(_get_gridline)
       10    0.000    0.000    0.042    0.004 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:343(button_press_event)
       10    0.000    0.000    0.041    0.004 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1921(button_press_event)
     1920    0.041    0.000    0.041    0.000 {built-in method numpy.fft.fftpack_lite.cfftb}
    24828    0.041    0.000    0.041    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:83(__init__)
      538    0.016    0.000    0.041    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:265(_get_agg_font)
       10    0.000    0.000    0.040    0.004 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/tkagg.py:11(blit)
    90827    0.040    0.000    0.040    0.000 {built-in method math.log}
    90827    0.040    0.000    0.040    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/linalg/linalg.py:191(_assertRank2)
     1126    0.003    0.000    0.039    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1503(transform_point)
      480    0.008    0.000    0.039    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/signal/signaltools.py:2528(lfilter_zi)
     5967    0.009    0.000    0.039    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2556(composite_transform_factory)
     3094    0.004    0.000    0.038    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:200(_recache)
   181654    0.038    0.000    0.038    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/linalg/linalg.py:218(_isEmpty2d)
     1526    0.002    0.000    0.038    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:796(from_bounds)
     4961    0.011    0.000    0.037    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2222(amax)
       16    0.000    0.000    0.037    0.002 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:642(__init__)
     2280    0.011    0.000    0.037    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numeric.py:1515(moveaxis)
      960    0.011    0.000    0.037    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/index_tricks.py:247(__getitem__)
     1544    0.004    0.000    0.036    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:806(from_extents)
      240    0.030    0.000    0.035    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/fftpack/basic.py:184(fft)
     1800    0.032    0.000    0.035    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/function_base.py:3400(hanning)
41585/37154    0.022    0.000    0.034    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:230(stale)
      480    0.001    0.000    0.034    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/function_base.py:4037(median)
      423    0.001    0.000    0.033    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:951(get_path)
      480    0.001    0.000    0.033    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/function_base.py:3982(_ureduce)
     1078    0.007    0.000    0.033    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:661(__init__)
     1146    0.004    0.000    0.032    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1410(transform)
    11925    0.032    0.000    0.032    0.000 {built-in method numpy.core.multiarray.copyto}
     2686    0.006    0.000    0.032    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2044(translate)
       31    0.001    0.000    0.031    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:2054(get_tick_space)
      480    0.004    0.000    0.031    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/function_base.py:4125(_median)
     1152    0.029    0.000    0.031    0.000 {built-in method matplotlib._path.point_in_path}
       18    0.000    0.000    0.031    0.002 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/__init__.py:1635(inner)
     1032    0.018    0.000    0.030    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/function_base.py:25(linspace)
      120    0.029    0.000    0.029    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/fftpack/basic.py:289(ifft)
     5447    0.002    0.000    0.029    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/_methods.py:25(_amax)
 1787/815    0.001    0.000    0.028    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:681(get_xaxis_transform)
 1931/895    0.001    0.000    0.028    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:761(get_yaxis_transform)
      196    0.000    0.000    0.028    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:280(get_transform)
        5    0.000    0.000    0.028    0.006 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:482(__init__)
   182194    0.028    0.000    0.028    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
       31    0.000    0.000    0.027    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:2412(get_tick_space)
        5    0.000    0.000    0.027    0.005 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:511(_get_toolbar)
        5    0.000    0.000    0.027    0.005 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:661(__init__)
        5    0.000    0.000    0.027    0.005 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:2779(__init__)
     3663    0.003    0.000    0.027    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1266(__add__)
    47383    0.027    0.000    0.027    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/__init__.py:825(__getitem__)
        5    0.000    0.000    0.027    0.005 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:712(_init_toolbar)
    94106    0.026    0.000    0.026    0.000 {built-in method builtins.hasattr}
       10    0.000    0.000    0.026    0.003 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1834(pick)
  1091/10    0.002    0.000    0.026    0.003 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:399(pick)
     2332    0.010    0.000    0.026    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:749(__init__)
       10    0.000    0.000    0.026    0.003 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3966(pick)
     1560    0.008    0.000    0.026    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/fft/helper.py:22(fftshift)
     1492    0.003    0.000    0.026    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2012(rotate_deg)
       17    0.000    0.000    0.026    0.002 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_axes.py:1230(plot)
      480    0.015    0.000    0.025    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/signal/filter_design.py:2178(_zpklp2bp)
     5513    0.007    0.000    0.025    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:124(invalidate)
        1    0.000    0.000    0.024    0.024 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/npyio.py:437(save)
     1441    0.003    0.000    0.024    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numerictypes.py:962(find_common_type)
      538    0.001    0.000    0.023    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:1462(findfont)
     1492    0.013    0.000    0.023    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1996(rotate)
       35    0.000    0.000    0.023    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:695(_Button)
       20    0.000    0.000    0.023    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:733(get_children)
      538    0.003    0.000    0.023    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:1248(findfont)
     1146    0.002    0.000    0.023    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2453(transform_affine)
     7996    0.023    0.000    0.023    0.000 {method 'astype' of 'numpy.generic' objects}
     2584    0.015    0.000    0.023    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:87(__init__)
     6628    0.012    0.000    0.022    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/abc.py:178(__instancecheck__)
       60    0.021    0.000    0.022    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/linalg/linalg.py:464(inv)
      868    0.004    0.000    0.022    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:136(__init__)
      211    0.001    0.000    0.021    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:528(_get_text1)
      480    0.008    0.000    0.021    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/signal/filter_design.py:2016(_zpkbilinear)
      960    0.002    0.000    0.020    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/signal/signaltools.py:1162(lfilter)
     4683    0.009    0.000    0.020    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2375(__init__)
     3840    0.008    0.000    0.020    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numeric.py:941(convolve)
    10346    0.020    0.000    0.020    0.000 {built-in method numpy.core.multiarray.dot}
      195    0.001    0.000    0.020    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:405(_get_text1)
       60    0.001    0.000    0.020    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:2280(__init__)
2769/2761    0.004    0.000    0.020    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2652(get_matrix)
     1082    0.002    0.000    0.020    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2854(mean)
     4560    0.014    0.000    0.020    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numeric.py:1459(normalize_axis_tuple)
      211    0.001    0.000    0.019    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:543(_get_text2)
     2222    0.006    0.000    0.019    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:868(update)
     2387    0.004    0.000    0.019    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:584(is_numlike)
      162    0.001    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:658(set_clip_path)
      481    0.001    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/linalg/lapack.py:496(get_lapack_funcs)
     2882    0.014    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numerictypes.py:939(_can_coerce_all)
     9723    0.016    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:162(set_children)
     8412    0.011    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/linalg/linalg.py:208(_assertNdSquareness)
      195    0.001    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:422(_get_text2)
2035/1210    0.006    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2477(get_affine)
       50    0.000    0.000    0.018    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:3534(__init__)
      481    0.004    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/linalg/blas.py:279(_get_funcs)
       50    0.000    0.000    0.018    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:3478(__init__)
6589/5513    0.012    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:135(_invalidate_internal)
     1152    0.004    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:128(_process_radius)
     1082    0.007    0.000    0.018    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/_methods.py:53(_mean)
       90    0.001    0.000    0.017    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:493(draw)
    50878    0.017    0.000    0.017    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       35    0.000    0.000    0.017    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:2344(__init__)
     1229    0.003    0.000    0.017    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2058(scale)
     2040    0.002    0.000    0.017    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/fromnumeric.py:65(take)
     3064    0.002    0.000    0.017    0.000 {method 'all' of 'numpy.ndarray' objects}
   101752    0.017    0.000    0.017    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/fft/helper.py:318(<genexpr>)
    12957    0.017    0.000    0.017    0.000 {method 'copy' of 'numpy.ndarray' objects}
      115    0.001    0.000    0.017    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:718(union)
      960    0.017    0.000    0.017    0.000 {built-in method scipy.signal.sigtools._linear_filter}
      481    0.008    0.000    0.016    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/linalg/lapack.py:566(_compute_lwork)
      104    0.000    0.000    0.016    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1300(_copy_tick_props)
      124    0.000    0.000    0.016    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:137(draw_path)
       16    0.000    0.000    0.016    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:873(set_clip_path)
      962    0.004    0.000    0.016    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/_lib/_util.py:192(_asarray_validated)
      149    0.003    0.000    0.016    0.000 /Users/hjfreyer/src/RJMCMC/pipeline.py:456(Mutate)
     1235    0.002    0.000    0.016    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:1166(set_markerfacecolor)
      124    0.014    0.000    0.016    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     8451    0.016    0.000    0.016    0.000 {built-in method numpy.core.multiarray.arange}
        5    0.000    0.000    0.015    0.003 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:2052(destroy)
      148    0.008    0.000    0.015    0.000 /Users/hjfreyer/src/RJMCMC/pipeline.py:316(MakeFullModel)
       10    0.000    0.000    0.015    0.002 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/pyplot.py:3248(plot)
     2042    0.015    0.000    0.015    0.000 {method 'take' of 'numpy.ndarray' objects}
      480    0.007    0.000    0.014    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/linalg/linalg.py:315(solve)
     3064    0.001    0.000    0.014    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/_methods.py:40(_all)
      695    0.002    0.000    0.014    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/path.py:105(__init__)
       64    0.000    0.000    0.014    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:209(set_clip_path)
        2    0.000    0.000    0.014    0.007 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cm.py:209(to_rgba)
        2    0.000    0.000    0.014    0.007 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/colors.py:433(__call__)
       17    0.000    0.000    0.014    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2254(autoscale_view)
     8162    0.007    0.000    0.013    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1388(getint_event)
    13498    0.013    0.000    0.013    0.000 {built-in method numpy.core.multiarray.empty}
       34    0.001    0.000    0.013    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2288(handle_single_axis)
     1357    0.007    0.000    0.013    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:429(bounds)
        1    0.000    0.000    0.013    0.013 <frozen importlib._bootstrap>:966(_find_and_load)
     8098    0.005    0.000    0.013    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:288(pchanged)
        1    0.000    0.000    0.013    0.013 <frozen importlib._bootstrap>:936(_find_and_load_unlocked)
