         17512671 function calls (17373053 primitive calls) in 103.279 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       96    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1494(set_units)
       85    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:277(set_edgecolor)
    64/47    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2422(__eq__)
       34    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2297(<listcomp>)
        1    0.000    0.000    0.001    0.001 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/npyio.py:268(load)
       42    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2181(ptp)
       64    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/spines.py:206(_adjust_location)
       66    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/__init__.py:1650(<genexpr>)
       45    0.000    0.000    0.001    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:3498(__del__)
        5    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:3017(push_current)
      540    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/linalg/linalg.py:100(get_linalg_error_extobj)
        5    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1850(resize_event)
     2243    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/path.py:266(should_simplify)
      128    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1531(set_major_formatter)
      190    0.000    0.000    0.001    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:93(_cnfmerge)
       72    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:316(_apply_params)
     1874    0.001    0.000    0.001    0.000 {method 'item' of 'numpy.ndarray' objects}
       48    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2316(sanitize_sequence)
      937    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:163(__getitem__)
      298    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.empty_like}
     1152    0.001    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:218(get_edgecolor)
       62    0.000    0.000    0.001    0.000 {method 'sum' of 'numpy.ndarray' objects}
      128    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1564(set_minor_locator)
      106    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/spines.py:151(get_patch_transform)
        6    0.000    0.000    0.001    0.000 {built-in method builtins.exec}
      112    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:1062(<genexpr>)
      208    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_weakrefset.py:58(__iter__)
      452    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1134(set_y)
       17    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1661(__eq__)
       48    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2288(__init__)
       37    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:852(get_position)
      149    0.000    0.000    0.001    0.000 <string>:16(_make)
      376    0.000    0.000    0.001    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1125(set_x)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/format.py:605(read_array)
      220    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/numeric.py:2560(geterr)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2318(__eq__)
     1235    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:543(set_markevery)
     2593    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:726(get_family)
      230    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/markers.py:214(__bool__)
      226    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/contextlib.py:59(__init__)
      479    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2744(get_matrix)
      128    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1542(set_minor_formatter)
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      607    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:253(get)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:1972(view_limits)
     2593    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:754(get_weight)
     2685    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:777(get_size_in_points)
      403    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       42    0.000    0.000    0.000    0.000 {method 'ptp' of 'numpy.ndarray' objects}
       65    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:581(destroy)
      255    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:385(intervalx)
      226    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/contextlib.py:79(__enter__)
       62    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:1775(scale_range)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:641(_set_lim_and_transforms)
       94    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1549(get_siblings)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:2742(__init__)
       15    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:50(_process_plot_format)
      960    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/type_check.py:62(<listcomp>)
       54    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_compile.py:223(_compile_charset)
      171    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2711(get_matrix)
     1091    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:393(pickable)
      552    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1167(get_hatch_path)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:3021(<dictcomp>)
     2623    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:780(get_file)
       21    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:2218(_update_offset_text_position)
       60    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:2247(_setup)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/lib/format.py:473(_read_array_header)
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:866(update_from_path)
      720    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/fftpack/basic.py:24(istype)
       84    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1116(set_position)
      113    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/random.py:173(randrange)
     1280    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/colors.py:194(<genexpr>)
      743    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      360    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/_internal.py:247(__init__)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1777(__init__)
     1728    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/path.py:247(simplify_threshold)
      125    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:402(width)
       62    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:1718(ge)
      772    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      735    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:84(<listcomp>)
      240    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      120    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/spectrum/mtm.py:541(<listcomp>)
      160    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:161(__init__)
      120    0.000    0.000    0.000    0.000 /Users/hjfreyer/src/RJMCMC/pipeline.py:989(_CalcRaylPhaseVelInHalfSpace)
      843    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:232(__next)
       64    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/spines.py:321(_calc_offset_transform)
      481    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/getlimits.py:532(max)
      196    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:879(get_markeredgecolor)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:731(intersection)
     2860    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1804(get_affine)
     1128    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1737(_get_is_affine)
     2593    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:763(get_stretch)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/image.py:802(set_extent)
      253    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:393(intervaly)
       60    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/posixpath.py:73(join)
      215    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
     2287    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:956(sticky_edges)
      462    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3555(get_navigate)
     1559    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:719(get_visible)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:2393(mpl_disconnect)
     2593    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:747(get_variant)
       64    0.000    0.000    0.000    0.000 {method 'clip' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/copy.py:66(copy)
       54    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_compile.py:250(_optimize_charset)
     2593    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:739(get_style)
       17    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2321(normalize_kwargs)
       73    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2842(get_xlim)
       94    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1995(get_view_interval)
      106    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:200(get_patch_transform)
       43    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:915(set_label)
       85    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:340(set_linewidth)
       25    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:204(update)
       38    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/typing.py:875(__extrahook__)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1469(__init__)
     1896    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:799(get_agg_filter)
       56    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2590(__init__)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:362(disconnect)
       42    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:624(get_offset)
       56    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/image.py:572(contains)
       29    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:956(intervalx)
      426    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:193(get_tick_padding)
       94    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:2352(get_view_interval)
       31    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:961(intervaly)
       76    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:3186(get_ylim)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:1628(sca)
      215    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:2069(get_width_height)
      480    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/signal/signaltools.py:440(_prod)
      882    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/cycler.py:227(<genexpr>)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:243(_update_pointer_position)
     1896    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:778(get_rasterized)
      452    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:47(_wrap_text)
       45    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:362(set_linestyle)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:2027(_loadtk)
       42    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:711(_set_orderOfMagnitude)
      705    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 {built-in method posix.stat}
      224    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:908(_set_artist_props)
      481    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/linalg/blas.py:259(<listcomp>)
       80    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:183(add_destroy_callback)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1404(__array__)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2301(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/tokenize.py:448(open)
       85    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/weakref.py:354(__init__)
      481    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/linalg/lapack.py:595(<listcomp>)
       21    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:2908(_update_from)
        4    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:505(fully_overlaps)
       68    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2133(transform)
       16    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2512(grid)
      248    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      480    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/sre_parse.py:248(match)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:2428(_iter_break_from_left_to_right)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/tight_layout.py:21(_get_left)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:438(extents)
       62    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/fromnumeric.py:1534(nonzero)
      120    0.000    0.000    0.000    0.000 {method 'argmax' of 'numpy.ndarray' objects}
       42    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.get_path_extents}
      320    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1113(set_linewidth)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       13    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/transforms.py:1495(get_matrix)
        1    0.000    0.000    0.000    0.000 /Users/hjfreyer/src/RJMCMC/pipeline.py:278(InitialModel)
       18    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.update_path_extents}
       66    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:704(get_transform)
      205    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:1689(__init__)
     1240    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:883(get_text)
      154    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/_weakrefset.py:26(__exit__)
      854    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/font_manager.py:892(set_file)
       13    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:790(update)
       60    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:719(limit_range_for_scale)
      600    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
      196    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/lines.py:527(get_fillstyle)
      124    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backend_bases.py:1067(set_dashes)
      848    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      220    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
       77    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/patches.py:426(set_capstyle)
       62    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:1359(get_minor_ticks)
      868    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:591(set_wrap)
      124    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/artist.py:508(get_snap)
      659    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:426(_get_dpi)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/projections/__init__.py:68(process_projection_requirements)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:314(draw_idle)
       22    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/genericpath.py:27(isfile)
      392    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:280(points_to_pixels)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:2304(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axes/_base.py:597(get_window_extent)
       34    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/axis.py:822(_translate_tick_kw)
      134    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/ma/core.py:3570(_get_data)
      962    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/scipy/linalg/misc.py:169(_datacopied)
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/backends/backend_tkagg.py:503(notify_axes_change)
        5    0.000    0.000    0.000    0.000 /Users/hjfreyer/.pyenv/versions/3.6.4/lib/python3.6/tkinter/__init__.py:754(after_idle)
      512    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/ticker.py:242(set_axis)
        5    0.000    0.000    0.000    0.000 {built-in method gc.collect}
      150    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:243(_update_this)
       66    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/scale.py:79(get_transform)
      659    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        8    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/figure.py:118(add)
      308    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects}
      616    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/matplotlib/text.py:1237(get_usetex)
        2    0.000    0.000    0.000    0.000 /Users/hjfreyer/.virtualenvs/mc/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2960(std)
